nc1-8_1_2,nc1-8_2_1,nc1-8_2_2,nc1-8_1_1,s10-12_1_1,s10-12_1_2,s10-12_2_1,s10-12_2_2,nc14_1_1,nc14_1_2,nc14_2_1,nc14_2_2,nc14.FED_1_1,nc14.FED_1_2,nc14.FED.rerun_1_1,nc14.FED.rerun_1_2,nc12.mitotic.FED_1_1,nc12.mitotic.FED_1_2,nc12.mitotic.FED.rerun_1_1,nc12.mitotic.FED.rerun_1_2,shifted,places
2,6,4,2,0,2,0,2,0,1,0,2,0,0,1,1,3,1,2,4,1,X_5623200_5625600_X_5778400_5780800
1,1,3,1,0,1,0,1,1,0,0,0,0,0,1,1,1,2,2,3,1,X_5615200_5617600_X_5770400_5772800
0,0,2,0,1,0,3,0,0,0,0,2,0,0,1,0,0,1,1,1,1,X_5607200_5609600_X_5762400_5764800
0,2,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,X_5599200_5601600_X_5754400_5756800
12,64,59,19,20,26,31,37,10,14,21,50,12,14,13,21,18,16,24,22,1,2L_6035200_6037600_2L_6049600_6052000
19,55,91,27,42,22,75,47,36,37,28,67,29,33,51,49,22,8,28,21,1,2L_6027200_6029600_2L_6041600_6044000
9,72,72,43,26,38,45,47,45,47,35,86,35,37,61,68,28,20,49,38,1,2L_6019200_6021600_2L_6033600_6036000
15,40,55,20,15,9,20,22,17,30,22,38,11,11,19,26,9,11,16,10,1,2L_6011200_6013600_2L_6025600_6028000
18,67,78,27,47,57,77,71,47,53,38,99,48,44,77,91,24,16,30,38,1,2L_6003200_6005600_2L_6017600_6020000
13,90,70,33,29,37,54,52,32,31,29,69,23,28,48,48,29,17,39,27,1,2L_5995200_5997600_2L_6009600_6012000
10,35,51,19,27,15,33,23,16,15,12,33,11,9,24,21,9,9,11,8,1,2L_5987200_5989600_2L_6001600_6004000
19,60,56,23,8,7,10,7,11,14,12,21,4,5,9,10,16,11,21,16,1,2L_5979200_5981600_2L_5993600_5996000
5,33,37,16,8,7,13,7,6,1,2,5,6,1,2,4,5,8,6,11,1,2L_5971200_5973600_2L_5985600_5988000
16,64,57,30,30,24,30,42,28,25,12,59,14,12,30,27,16,13,30,19,1,2L_5963200_5965600_2L_5977600_5980000
1,6,4,4,1,0,1,2,2,1,0,3,0,0,1,1,2,0,4,5,1,2R_14964000_14966400_2R_15071200_15073600
3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,2R_14956000_14958400_2R_15063200_15065600
0,9,4,1,2,1,2,1,0,3,1,1,0,1,1,0,0,0,1,1,1,2R_14948000_14950400_2R_15055200_15057600
2,6,10,2,2,0,0,0,0,0,0,2,0,0,0,0,4,1,2,2,1,2R_14940000_14942400_2R_15047200_15049600
1,6,6,3,2,1,2,1,1,0,0,1,0,1,1,0,3,0,5,0,1,2R_14932000_14934400_2R_15039200_15041600
0,3,10,3,2,0,2,2,1,1,1,2,1,1,1,0,3,1,1,3,1,2R_14924000_14926400_2R_15031200_15033600
2,4,6,3,1,0,1,0,0,1,1,1,0,0,2,2,2,0,1,0,1,2R_14916000_14918400_2R_15023200_15025600
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2R_14908000_14910400_2R_15015200_15017600
3,7,3,0,0,2,1,3,0,1,0,1,0,1,1,2,3,0,6,2,1,2R_14900000_14902400_2R_15007200_15009600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_14892000_14894400_2R_14999200_15001600
2,8,21,5,3,2,7,3,4,3,2,9,3,2,4,6,6,3,5,5,1,3L_14090400_14092800_3L_14136800_14139200
6,11,23,11,4,3,7,5,8,6,3,13,5,5,5,4,4,2,3,2,1,3L_14082400_14084800_3L_14128800_14131200
1,5,15,9,2,3,2,3,3,8,4,8,4,3,3,4,2,0,3,2,1,3L_14074400_14076800_3L_14120800_14123200
4,20,13,11,6,8,7,9,2,4,3,11,2,3,2,3,5,7,8,8,1,3L_14066400_14068800_3L_14112800_14115200
6,9,12,1,9,7,10,7,5,6,5,14,3,5,6,4,4,2,6,3,1,3L_14058400_14060800_3L_14104800_14107200
3,15,13,2,5,2,3,5,0,2,3,9,2,1,4,5,3,6,4,5,1,3L_14050400_14052800_3L_14096800_14099200
4,6,14,7,3,3,2,2,1,1,2,5,2,1,2,1,3,4,5,2,1,3L_14042400_14044800_3L_14088800_14091200
2,19,15,6,2,1,4,4,2,2,1,6,1,1,1,3,2,2,7,2,1,3L_14034400_14036800_3L_14080800_14083200
4,22,6,8,1,5,4,4,1,2,1,6,3,1,1,1,3,5,13,5,1,3L_14026400_14028800_3L_14072800_14075200
4,12,9,5,2,1,3,3,2,0,1,4,0,0,2,2,0,3,1,0,1,3L_14018400_14020800_3L_14064800_14067200
14,41,60,24,16,16,23,22,20,10,12,26,15,8,25,24,9,10,14,21,1,3R_16878400_16880800_3R_16893600_16896000
11,41,59,21,17,15,27,34,24,13,7,40,22,18,32,28,9,11,20,18,1,3R_16870400_16872800_3R_16885600_16888000
17,43,62,17,14,14,17,11,26,13,13,30,14,23,30,28,10,8,19,11,1,3R_16862400_16864800_3R_16877600_16880000
12,45,54,17,15,14,18,19,12,7,6,28,11,10,19,20,9,10,12,11,1,3R_16854400_16856800_3R_16869600_16872000
11,40,57,15,22,14,23,23,14,14,18,33,10,13,23,28,7,12,13,12,1,3R_16846400_16848800_3R_16861600_16864000
23,35,60,21,25,19,22,20,17,31,28,50,29,27,35,42,19,13,17,20,1,3R_16838400_16840800_3R_16853600_16856000
17,58,75,34,19,18,41,37,12,15,13,25,15,17,17,18,8,10,14,16,1,3R_16830400_16832800_3R_16845600_16848000
11,45,63,18,18,14,20,20,18,14,5,35,10,16,28,27,6,4,14,20,1,3R_16822400_16824800_3R_16837600_16840000
18,44,74,21,13,20,25,25,25,22,22,46,21,19,35,38,10,6,18,16,1,3R_16814400_16816800_3R_16829600_16832000
7,56,53,20,16,12,27,21,21,17,21,37,23,22,31,25,9,6,7,13,1,3R_16806400_16808800_3R_16821600_16824000
2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3R_23317600_23320000_3R_23639200_23641600
1,3,0,1,2,0,2,1,0,0,0,1,0,0,0,1,0,1,1,1,1,3R_23309600_23312000_3R_23631200_23633600
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_23301600_23304000_3R_23623200_23625600
0,2,2,3,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,3R_23293600_23296000_3R_23615200_23617600
0,3,1,2,0,1,0,1,2,0,1,0,0,1,1,0,1,0,2,0,1,3R_23285600_23288000_3R_23607200_23609600
0,3,1,3,0,1,1,2,0,1,1,0,0,0,1,0,0,1,1,1,1,3R_23277600_23280000_3R_23599200_23601600
1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,1,3R_23269600_23272000_3R_23591200_23593600
0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3R_23261600_23264000_3R_23583200_23585600
0,1,1,0,2,1,1,1,0,0,0,0,0,0,1,0,1,1,0,2,1,3R_23253600_23256000_3R_23575200_23577600
1,0,4,0,1,0,1,0,0,0,0,2,0,0,1,2,2,1,1,1,1,3R_23245600_23248000_3R_23567200_23569600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2L_22496800_22499200_2L_22940800_22943200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22488800_22491200_2L_22932800_22935200
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2L_22480800_22483200_2L_22924800_22927200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22472800_22475200_2L_22916800_22919200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22464800_22467200_2L_22908800_22911200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22456800_22459200_2L_22900800_22903200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22448800_22451200_2L_22892800_22895200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22440800_22443200_2L_22884800_22887200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22432800_22435200_2L_22876800_22879200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2L_22424800_22427200_2L_22868800_22871200
0,7,7,4,1,0,1,3,0,2,2,2,1,0,2,1,3,3,9,6,1,X_1912000_1914400_X_1964800_1967200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_1904000_1906400_X_1956800_1959200
4,12,9,7,2,2,3,2,1,0,0,2,0,3,1,2,3,4,1,2,1,X_1896000_1898400_X_1948800_1951200
1,10,9,5,1,1,2,4,1,2,0,1,3,0,3,3,4,3,3,5,1,X_1888000_1890400_X_1940800_1943200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_1880000_1882400_X_1932800_1935200
3,17,15,9,4,4,6,9,2,4,4,10,0,2,2,3,4,2,9,6,1,X_1872000_1874400_X_1924800_1927200
5,14,8,11,11,2,7,4,4,2,1,13,2,3,1,0,6,2,5,8,1,X_1864000_1866400_X_1916800_1919200
2,10,10,3,0,0,0,1,2,3,2,2,2,1,2,2,3,1,3,4,1,X_1856000_1858400_X_1908800_1911200
3,11,11,4,1,0,1,2,1,0,0,2,0,0,3,4,2,1,3,6,1,X_1848000_1850400_X_1900800_1903200
4,4,4,3,0,1,1,0,0,0,2,2,0,1,0,0,3,1,3,5,1,X_1840000_1842400_X_1892800_1895200
0,4,2,3,2,3,2,3,3,1,3,4,5,4,7,5,2,2,3,4,1,2L_5160000_5162400_2L_5173600_5176000
5,15,20,7,9,4,13,11,11,7,5,18,15,9,18,12,6,3,8,3,1,2L_5152000_5154400_2L_5165600_5168000
13,49,48,20,36,32,58,40,38,27,26,56,30,28,53,44,13,13,18,28,1,2L_5144000_5146400_2L_5157600_5160000
17,34,46,26,23,21,31,26,26,21,13,44,17,22,41,35,7,12,17,16,1,2L_5136000_5138400_2L_5149600_5152000
17,69,65,36,54,56,77,62,46,70,52,93,48,55,81,82,25,25,38,43,1,2L_5128000_5130400_2L_5141600_5144000
15,45,77,20,38,31,46,40,45,22,22,52,31,32,34,57,12,17,18,25,1,2L_5120000_5122400_2L_5133600_5136000
18,50,62,27,39,40,56,46,36,28,14,85,35,25,41,51,14,12,26,21,1,2L_5112000_5114400_2L_5125600_5128000
15,28,58,19,17,12,23,28,30,18,15,41,16,18,34,31,11,5,14,6,1,2L_5104000_5106400_2L_5117600_5120000
15,61,52,28,22,13,30,30,31,22,12,64,19,22,31,37,21,16,42,30,1,2L_5096000_5098400_2L_5109600_5112000
15,38,47,15,13,9,17,11,15,7,12,31,16,12,13,19,12,15,20,19,1,2L_5088000_5090400_2L_5101600_5104000
1,8,13,3,7,3,8,6,7,6,3,7,2,2,6,4,3,4,5,5,1,3R_13231200_13233600_3R_13268000_13270400
3,6,20,3,4,6,8,6,4,8,3,18,7,6,5,11,3,1,4,5,1,3R_13223200_13225600_3R_13260000_13262400
5,14,11,8,3,14,9,11,9,8,5,14,8,10,13,11,3,1,9,4,1,3R_13215200_13217600_3R_13252000_13254400
5,21,24,13,13,9,16,13,11,9,10,25,8,9,15,20,4,4,4,9,1,3R_13207200_13209600_3R_13244000_13246400
7,15,29,14,13,10,16,9,15,12,13,16,9,9,15,9,3,2,6,7,1,3R_13199200_13201600_3R_13236000_13238400
1,5,19,2,7,5,7,6,7,2,1,18,4,3,9,9,4,0,5,1,1,3R_13191200_13193600_3R_13228000_13230400
2,8,20,5,8,9,13,10,11,11,6,16,7,2,13,13,0,3,9,6,1,3R_13183200_13185600_3R_13220000_13222400
5,11,15,8,5,5,12,1,9,6,4,3,6,5,13,3,4,2,8,6,1,3R_13175200_13177600_3R_13212000_13214400
3,17,20,6,15,11,7,8,11,6,6,20,9,8,11,9,6,1,3,7,1,3R_13167200_13169600_3R_13204000_13206400
5,20,31,14,5,10,2,13,10,6,3,16,8,13,15,20,7,3,7,10,1,3R_13159200_13161600_3R_13196000_13198400
1,3,9,1,1,1,1,2,1,3,2,0,1,1,2,3,1,2,2,4,1,2R_24328800_24331200_2R_24502400_24504800
2,17,10,9,6,3,9,3,2,2,1,1,2,1,4,2,2,3,2,3,1,2R_24320800_24323200_2R_24494400_24496800
0,5,6,2,2,1,3,0,2,2,1,3,1,3,0,0,2,0,0,3,1,2R_24312800_24315200_2R_24486400_24488800
2,7,10,4,5,0,3,2,2,3,1,4,2,0,5,1,1,2,3,5,1,2R_24304800_24307200_2R_24478400_24480800
0,10,5,3,1,5,2,5,1,2,2,3,3,2,1,1,0,2,2,3,1,2R_24296800_24299200_2R_24470400_24472800
1,9,12,3,2,5,7,4,0,1,1,3,2,0,2,1,2,2,4,5,1,2R_24288800_24291200_2R_24462400_24464800
1,11,7,5,3,5,1,5,3,0,1,6,0,0,0,1,1,5,1,2,1,2R_24280800_24283200_2R_24454400_24456800
2,4,12,4,3,3,1,2,2,4,3,6,2,1,0,1,3,2,4,2,1,2R_24272800_24275200_2R_24446400_24448800
3,8,7,4,1,1,2,2,0,1,0,4,2,1,3,1,0,1,3,0,1,2R_24264800_24267200_2R_24438400_24440800
2,4,9,0,3,3,4,5,2,0,0,4,1,0,1,2,2,2,2,1,1,2R_24256800_24259200_2R_24430400_24432800
1,6,8,2,1,1,1,0,2,0,0,2,1,0,1,0,4,1,2,4,1,X_11348800_11351200_X_11412800_11415200
1,9,5,8,0,1,0,2,0,0,1,2,0,0,0,1,0,3,1,2,1,X_11340800_11343200_X_11404800_11407200
2,4,9,1,6,4,2,3,0,2,0,2,2,0,2,3,2,2,3,3,1,X_11332800_11335200_X_11396800_11399200
2,8,11,1,1,2,2,5,0,0,0,1,0,0,0,2,1,0,2,2,1,X_11324800_11327200_X_11388800_11391200
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,X_11316800_11319200_X_11380800_11383200
2,5,2,2,1,2,1,1,0,1,0,2,1,1,0,2,1,2,0,4,1,X_11308800_11311200_X_11372800_11375200
0,2,4,1,1,0,1,0,1,1,2,0,1,1,0,0,1,0,2,2,1,X_11300800_11303200_X_11364800_11367200
1,3,4,2,0,0,0,0,1,0,0,1,1,0,1,1,1,2,2,1,1,X_11292800_11295200_X_11356800_11359200
1,4,3,1,1,0,1,0,0,0,0,3,0,2,0,1,0,0,1,1,1,X_11284800_11287200_X_11348800_11351200
1,2,7,3,2,0,1,0,0,0,0,0,0,2,1,1,0,3,1,2,1,X_11276800_11279200_X_11340800_11343200
0,5,5,0,2,0,2,1,1,0,0,0,0,0,3,1,0,0,0,1,1,X_7080800_7083200_X_7112800_7115200
2,11,15,6,2,3,0,5,2,2,2,2,1,2,2,0,2,1,2,1,1,X_7072800_7075200_X_7104800_7107200
3,11,17,6,4,2,0,3,0,1,0,1,0,0,2,0,1,0,1,0,1,X_7064800_7067200_X_7096800_7099200
10,16,21,8,4,4,9,4,2,3,1,4,1,2,0,3,0,0,3,0,1,X_7056800_7059200_X_7088800_7091200
5,8,26,4,3,6,6,4,3,1,0,5,4,3,7,1,5,2,3,3,1,X_7048800_7051200_X_7080800_7083200
1,18,16,4,7,10,14,11,1,3,2,4,2,3,3,3,1,1,1,2,1,X_7040800_7043200_X_7072800_7075200
9,16,26,7,9,8,26,21,2,2,2,3,4,4,0,8,2,3,4,1,1,X_7032800_7035200_X_7064800_7067200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_7024800_7027200_X_7056800_7059200
2,7,7,5,5,10,14,12,4,4,3,4,2,2,2,3,0,1,1,2,1,X_7016800_7019200_X_7048800_7051200
2,19,21,12,4,5,7,6,1,0,3,4,5,5,2,0,4,7,5,4,1,X_7008800_7011200_X_7040800_7043200
9,34,38,15,8,15,19,18,5,10,9,24,7,13,17,7,5,7,13,9,1,3L_9828000_9830400_3L_9844800_9847200
9,26,31,11,4,6,10,13,8,6,2,25,2,6,7,3,12,5,16,16,1,3L_9820000_9822400_3L_9836800_9839200
11,32,44,21,27,17,29,28,33,30,17,42,22,34,41,42,11,12,17,11,1,3L_9812000_9814400_3L_9828800_9831200
9,38,40,22,23,23,22,36,21,17,7,43,18,21,31,31,7,8,13,12,1,3L_9804000_9806400_3L_9820800_9823200
9,25,40,8,14,15,27,20,28,16,13,29,22,13,30,34,11,8,11,5,1,3L_9796000_9798400_3L_9812800_9815200
10,41,46,17,17,23,39,38,28,28,19,54,27,21,39,37,19,11,26,13,1,3L_9788000_9790400_3L_9804800_9807200
11,40,58,21,30,35,58,43,28,28,16,54,34,34,47,79,8,17,15,21,1,3L_9780000_9782400_3L_9796800_9799200
11,28,55,16,23,13,25,28,31,36,20,43,23,23,35,38,16,12,24,15,1,3L_9772000_9774400_3L_9788800_9791200
15,31,37,14,18,20,19,23,32,17,10,39,18,10,26,22,14,10,11,17,1,3L_9764000_9766400_3L_9780800_9783200
9,30,47,13,12,13,16,15,20,11,10,32,16,18,21,32,6,11,12,24,1,3L_9756000_9758400_3L_9772800_9775200
3,9,11,6,1,3,5,5,2,5,1,9,2,3,7,1,1,3,1,3,1,2R_16554400_16556800_2R_16631200_16633600
5,4,14,4,1,0,2,1,1,0,1,5,1,1,0,0,1,1,1,2,1,2R_16546400_16548800_2R_16623200_16625600
1,1,4,0,2,1,3,1,1,0,0,2,1,1,1,2,2,0,0,0,1,2R_16538400_16540800_2R_16615200_16617600
3,5,6,5,1,4,2,1,1,2,2,3,1,0,1,4,4,1,5,3,1,2R_16530400_16532800_2R_16607200_16609600
2,5,7,6,4,3,2,2,6,2,1,1,2,3,3,3,3,2,2,3,1,2R_16522400_16524800_2R_16599200_16601600
3,3,10,2,0,2,0,2,1,0,0,1,0,0,0,0,1,1,2,0,1,2R_16514400_16516800_2R_16591200_16593600
1,9,10,3,1,3,1,5,1,1,0,1,0,0,0,3,1,2,2,4,1,2R_16506400_16508800_2R_16583200_16585600
2,11,10,6,3,2,6,1,0,1,0,3,2,2,1,0,3,2,1,5,1,2R_16498400_16500800_2R_16575200_16577600
1,10,13,9,7,8,12,7,3,9,11,8,1,1,1,3,2,7,9,5,1,2R_16490400_16492800_2R_16567200_16569600
2,12,16,12,8,5,8,12,4,4,2,13,3,4,8,2,0,7,4,6,1,2R_16482400_16484800_2R_16559200_16561600
13,45,74,22,20,19,31,28,12,14,15,39,15,8,26,24,11,20,12,19,1,2R_14146400_14148800_2R_14162400_14164800
8,41,25,17,9,7,11,7,6,13,4,20,6,8,4,8,4,5,14,3,1,2R_14138400_14140800_2R_14154400_14156800
5,29,42,12,8,14,10,6,9,8,6,21,3,11,13,18,4,9,16,15,1,2R_14130400_14132800_2R_14146400_14148800
9,39,55,26,27,20,41,36,22,22,15,45,9,21,32,40,12,7,15,12,1,2R_14122400_14124800_2R_14138400_14140800
15,58,58,27,21,17,37,21,19,14,15,47,28,27,23,33,7,7,21,13,1,2R_14114400_14116800_2R_14130400_14132800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_14106400_14108800_2R_14122400_14124800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_14098400_14100800_2R_14114400_14116800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_14090400_14092800_2R_14106400_14108800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_14082400_14084800_2R_14098400_14100800
13,40,71,29,22,23,40,26,42,24,16,58,18,28,35,40,14,11,16,16,1,2R_14074400_14076800_2R_14090400_14092800
16,101,79,55,26,28,44,37,15,22,20,35,16,8,29,27,21,9,26,18,1,3R_21348800_21351200_3R_21363200_21365600
16,57,60,26,21,15,27,28,20,29,29,63,20,24,37,42,20,24,26,29,1,3R_21340800_21343200_3R_21355200_21357600
14,63,64,31,31,32,48,40,27,27,13,50,22,25,41,40,15,14,23,15,1,3R_21332800_21335200_3R_21347200_21349600
24,71,83,30,33,36,68,46,45,41,42,78,54,40,71,66,17,7,19,19,1,3R_21324800_21327200_3R_21339200_21341600
16,55,62,29,38,29,44,35,39,18,14,27,23,26,26,41,7,11,6,13,1,3R_21316800_21319200_3R_21331200_21333600
8,15,41,12,15,16,21,20,6,8,3,8,6,6,17,13,1,3,6,6,1,3R_21308800_21311200_3R_21323200_21325600
3,4,5,1,1,1,0,2,1,1,0,2,0,0,2,0,0,0,1,0,1,3R_21300800_21303200_3R_21315200_21317600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_21292800_21295200_3R_21307200_21309600
0,5,6,2,1,3,4,2,1,0,0,1,0,0,0,1,1,1,1,1,1,3R_21284800_21287200_3R_21299200_21301600
19,71,79,33,79,50,90,77,61,55,53,118,52,58,81,94,27,24,25,31,1,3R_21276800_21279200_3R_21291200_21293600
9,49,53,22,15,16,22,24,26,23,20,49,16,11,28,34,20,19,31,24,1,3L_15103200_15105600_3L_15117600_15120000
13,68,64,27,31,23,40,34,28,33,21,56,22,26,51,46,27,24,52,32,1,3L_15095200_15097600_3L_15109600_15112000
5,13,41,10,6,9,9,7,8,10,10,14,6,6,6,8,6,9,13,4,1,3L_15087200_15089600_3L_15101600_15104000
15,58,80,26,18,20,33,27,17,19,19,38,12,13,24,26,14,7,15,14,1,3L_15079200_15081600_3L_15093600_15096000
9,31,44,16,13,21,18,27,26,17,17,26,17,16,24,32,7,1,9,10,1,3L_15071200_15073600_3L_15085600_15088000
14,39,65,20,23,18,29,25,33,20,10,40,19,26,38,35,7,13,10,15,1,3L_15063200_15065600_3L_15077600_15080000
12,41,61,19,21,34,47,39,46,34,18,57,36,37,61,46,8,8,15,26,1,3L_15055200_15057600_3L_15069600_15072000
9,31,43,18,15,14,25,18,32,25,24,43,13,27,29,34,10,4,17,4,1,3L_15047200_15049600_3L_15061600_15064000
13,40,43,20,14,20,20,23,10,11,7,19,6,7,14,12,8,2,10,6,1,3L_15039200_15041600_3L_15053600_15056000
4,33,41,11,25,15,39,17,16,25,14,27,11,11,11,25,8,8,12,14,1,3L_15031200_15033600_3L_15045600_15048000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_28760800_28763200_3R_29304800_29307200
2,3,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,3R_28752800_28755200_3R_29296800_29299200
0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3R_28744800_28747200_3R_29288800_29291200
2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3R_28736800_28739200_3R_29280800_29283200
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3R_28728800_28731200_3R_29272800_29275200
2,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,3,2,0,2,1,3R_28720800_28723200_3R_29264800_29267200
0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3R_28712800_28715200_3R_29256800_29259200
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,3R_28704800_28707200_3R_29248800_29251200
1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3R_28696800_28699200_3R_29240800_29243200
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3R_28688800_28691200_3R_29232800_29235200
5,8,10,8,4,2,3,1,4,4,3,9,2,3,2,3,0,3,3,5,1,X_17272800_17275200_X_17304800_17307200
4,16,27,9,2,16,12,10,8,6,6,18,10,3,9,10,1,4,4,5,1,X_17264800_17267200_X_17296800_17299200
4,12,25,6,7,5,8,14,4,4,8,16,6,10,15,17,2,1,2,3,1,X_17256800_17259200_X_17288800_17291200
5,13,22,8,8,15,16,14,7,2,7,15,5,10,17,15,8,5,7,6,1,X_17248800_17251200_X_17280800_17283200
4,14,28,7,10,10,19,4,7,2,4,8,5,7,14,6,4,4,4,6,1,X_17240800_17243200_X_17272800_17275200
2,8,25,6,7,5,5,5,7,3,2,11,7,3,10,10,1,2,0,5,1,X_17232800_17235200_X_17264800_17267200
3,11,17,13,4,7,6,9,2,9,6,13,3,5,7,4,7,3,9,2,1,X_17224800_17227200_X_17256800_17259200
0,11,19,9,11,9,19,18,10,6,8,17,3,2,7,4,2,4,5,3,1,X_17216800_17219200_X_17248800_17251200
5,16,19,4,16,17,22,17,18,11,8,33,9,12,16,16,3,9,10,10,1,X_17208800_17211200_X_17240800_17243200
6,13,22,7,25,10,24,27,18,15,11,25,3,14,22,26,4,7,7,11,1,X_17200800_17203200_X_17232800_17235200
5,17,20,9,3,5,9,10,11,6,5,20,3,5,7,15,8,8,11,14,1,3R_31448800_31451200_3R_31480800_31483200
7,21,30,9,11,11,13,11,9,8,7,17,5,3,9,14,8,3,12,11,1,3R_31440800_31443200_3R_31472800_31475200
10,26,19,11,3,7,8,9,5,8,3,12,7,4,8,6,4,8,10,11,1,3R_31432800_31435200_3R_31464800_31467200
4,25,22,14,10,11,17,18,10,7,8,16,7,6,7,13,8,3,8,6,1,3R_31424800_31427200_3R_31456800_31459200
4,11,11,9,7,1,3,6,8,4,7,5,4,5,5,5,1,5,1,3,1,3R_31416800_31419200_3R_31448800_31451200
7,24,25,12,13,21,25,28,25,7,16,28,16,8,21,8,8,5,9,4,1,3R_31408800_31411200_3R_31440800_31443200
10,24,35,15,4,13,8,13,7,9,6,20,11,6,7,8,8,4,13,6,1,3R_31400800_31403200_3R_31432800_31435200
10,27,39,12,5,10,8,10,6,11,6,19,12,4,10,17,10,10,13,16,1,3R_31392800_31395200_3R_31424800_31427200
2,6,9,3,2,3,2,2,5,6,3,7,4,1,5,2,2,2,2,1,1,3R_31384800_31387200_3R_31416800_31419200
8,19,22,4,10,6,9,8,6,4,6,8,4,2,6,4,5,3,7,4,1,3R_31376800_31379200_3R_31408800_31411200
15,55,48,34,15,14,26,22,10,12,8,34,9,11,11,23,16,12,17,18,1,3L_1496000_1498400_3L_1528000_1530400
10,26,37,15,6,8,9,8,8,17,10,20,2,8,3,13,10,10,10,17,1,3L_1488000_1490400_3L_1520000_1522400
4,7,9,3,4,2,2,1,3,4,5,7,4,3,3,3,1,2,4,3,1,3L_1480000_1482400_3L_1512000_1514400
6,29,22,13,7,8,13,9,7,9,7,13,1,9,3,5,6,6,7,10,1,3L_1472000_1474400_3L_1504000_1506400
5,27,31,18,8,5,14,13,10,6,4,23,5,1,7,9,6,7,6,7,1,3L_1464000_1466400_3L_1496000_1498400
6,14,20,6,13,12,13,16,4,7,8,12,4,8,9,11,6,6,9,13,1,3L_1456000_1458400_3L_1488000_1490400
3,17,27,10,9,7,13,15,8,7,4,22,9,11,9,13,6,1,7,7,1,3L_1448000_1450400_3L_1480000_1482400
3,18,25,14,15,9,23,20,16,7,16,19,8,8,11,13,10,7,10,14,1,3L_1440000_1442400_3L_1472000_1474400
11,24,35,12,10,9,13,16,10,5,3,23,0,8,9,14,13,7,9,8,1,3L_1432000_1434400_3L_1464000_1466400
5,12,13,8,16,4,9,5,6,8,6,19,8,11,12,9,2,2,4,8,1,3L_1424000_1426400_3L_1456000_1458400
10,45,42,19,21,25,29,23,24,15,7,47,22,23,32,36,13,17,19,23,1,3L_7600800_7603200_3L_7613600_7616000
11,38,50,16,19,15,28,24,17,19,16,40,21,12,32,39,11,10,18,9,1,3L_7592800_7595200_3L_7605600_7608000
