nc1-8_1_2,nc1-8_2_1,nc1-8_2_2,nc1-8_1_1,s10-12_1_1,s10-12_1_2,s10-12_2_1,s10-12_2_2,nc14_1_1,nc14_1_2,nc14_2_1,nc14_2_2,nc14.FED_1_1,nc14.FED_1_2,nc14.FED.rerun_1_1,nc14.FED.rerun_1_2,nc12.mitotic.FED_1_1,nc12.mitotic.FED_1_2,nc12.mitotic.FED.rerun_1_1,nc12.mitotic.FED.rerun_1_2,shifted,places
13,58,57,21,25,13,35,33,44,24,14,52,19,26,53,39,14,20,24,25,1,3L_7584800_7587200_3L_7597600_7600000
5,41,44,32,32,24,47,37,37,19,17,62,38,29,35,42,19,15,24,24,1,3L_7576800_7579200_3L_7589600_7592000
10,46,77,37,31,28,52,31,30,31,27,46,25,25,43,50,17,12,24,23,1,3L_7568800_7571200_3L_7581600_7584000
14,38,55,22,23,23,27,28,14,18,13,35,15,20,32,34,7,7,19,12,1,3L_7560800_7563200_3L_7573600_7576000
16,39,42,22,26,22,37,34,31,31,26,65,40,31,48,43,17,21,26,25,1,3L_7552800_7555200_3L_7565600_7568000
9,41,61,21,34,33,40,54,33,34,23,65,22,27,39,43,20,12,29,20,1,3L_7544800_7547200_3L_7557600_7560000
12,41,60,21,26,19,36,29,30,28,19,62,29,20,41,47,16,16,19,26,1,3L_7536800_7539200_3L_7549600_7552000
14,47,62,23,21,28,35,29,33,23,12,38,34,26,33,48,8,9,23,19,1,3L_7528800_7531200_3L_7541600_7544000
9,29,40,11,22,19,24,22,17,17,16,39,22,14,36,43,9,11,14,8,1,X_5845600_5848000_X_5859200_5861600
7,36,48,17,36,25,41,40,33,20,21,37,32,20,21,39,7,11,22,22,1,X_5837600_5840000_X_5851200_5853600
7,22,37,11,19,15,22,15,28,16,17,34,9,7,17,26,6,4,12,7,1,X_5829600_5832000_X_5843200_5845600
10,23,36,11,20,19,19,18,27,14,7,25,19,18,22,31,4,14,6,23,1,X_5821600_5824000_X_5835200_5837600
6,45,43,30,20,24,47,25,34,26,19,37,13,22,28,40,12,20,30,30,1,X_5813600_5816000_X_5827200_5829600
9,23,39,11,15,13,30,18,22,14,7,16,11,16,24,15,5,4,10,9,1,X_5805600_5808000_X_5819200_5821600
11,32,40,19,16,16,47,34,34,27,16,46,16,24,30,55,11,3,25,13,1,X_5797600_5800000_X_5811200_5813600
14,40,54,17,36,26,40,34,35,18,23,61,24,34,33,50,20,18,24,26,1,X_5789600_5792000_X_5803200_5805600
9,33,39,20,17,11,31,29,33,18,22,44,14,17,25,30,6,8,24,15,1,X_5781600_5784000_X_5795200_5797600
11,34,39,16,25,22,38,28,26,29,20,44,19,22,38,36,13,8,25,16,1,X_5773600_5776000_X_5787200_5789600
3,7,7,5,2,0,4,1,4,1,2,6,3,2,5,4,1,1,0,3,1,X_18202400_18204800_X_18271200_18273600
4,5,9,1,1,0,4,1,0,2,0,5,1,4,3,2,3,2,1,2,1,X_18194400_18196800_X_18263200_18265600
0,2,11,4,1,2,3,2,2,0,1,5,0,1,3,2,1,1,2,2,1,X_18186400_18188800_X_18255200_18257600
3,4,5,6,1,1,2,1,2,3,2,11,0,4,3,3,3,1,5,4,1,X_18178400_18180800_X_18247200_18249600
5,8,8,3,3,1,4,1,4,1,2,4,2,2,2,3,0,1,0,1,1,X_18170400_18172800_X_18239200_18241600
4,3,10,5,9,8,13,8,9,2,3,12,8,3,10,9,2,5,5,5,1,X_18162400_18164800_X_18231200_18233600
2,6,7,3,5,8,5,6,13,3,4,8,5,6,4,7,2,3,1,5,1,X_18154400_18156800_X_18223200_18225600
2,13,11,6,8,4,10,3,8,4,4,14,1,2,6,5,1,3,2,4,1,X_18146400_18148800_X_18215200_18217600
5,4,6,6,5,3,3,6,4,5,4,0,4,1,3,5,0,1,4,1,1,X_18138400_18140800_X_18207200_18209600
2,5,5,4,3,3,3,4,5,1,2,3,2,2,1,3,2,1,4,1,1,X_18130400_18132800_X_18199200_18201600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_21373600_21376000_X_21540800_21543200
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_21365600_21368000_X_21532800_21535200
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_21357600_21360000_X_21524800_21527200
1,1,1,0,0,1,0,3,0,0,0,2,0,0,0,0,2,1,4,1,1,X_21349600_21352000_X_21516800_21519200
1,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,5,3,1,X_21341600_21344000_X_21508800_21511200
0,2,3,1,1,0,0,1,0,1,1,1,0,0,2,2,1,0,1,0,1,X_21333600_21336000_X_21500800_21503200
0,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3,3,1,X_21325600_21328000_X_21492800_21495200
0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,X_21317600_21320000_X_21484800_21487200
1,3,2,0,0,2,1,0,0,0,1,3,0,1,1,0,1,0,1,0,1,X_21309600_21312000_X_21476800_21479200
0,1,3,0,2,1,0,0,0,1,0,3,0,1,0,0,0,1,1,2,1,X_21301600_21304000_X_21468800_21471200
2,1,6,0,1,1,2,4,3,2,0,3,0,1,2,1,2,1,4,2,1,3L_5144000_5146400_3L_5236800_5239200
0,8,4,5,0,1,1,1,1,0,1,2,0,1,0,1,0,3,1,1,1,3L_5136000_5138400_3L_5228800_5231200
3,5,10,3,0,1,2,4,1,2,0,3,1,2,0,2,3,1,4,2,1,3L_5128000_5130400_3L_5220800_5223200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3L_5120000_5122400_3L_5212800_5215200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3L_5112000_5114400_3L_5204800_5207200
0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3L_5104000_5106400_3L_5196800_5199200
1,1,12,2,3,1,2,1,1,0,1,5,1,0,2,1,0,2,2,1,1,3L_5096000_5098400_3L_5188800_5191200
0,2,7,4,1,0,3,2,1,1,0,0,2,0,0,2,1,2,4,1,1,3L_5088000_5090400_3L_5180800_5183200
0,8,9,5,2,0,2,1,0,2,3,3,0,1,2,0,2,1,3,1,1,3L_5080000_5082400_3L_5172800_5175200
1,2,5,0,1,2,0,1,0,3,2,2,1,1,2,1,0,2,1,1,1,3L_5072000_5074400_3L_5164800_5167200
8,73,56,29,63,36,66,38,31,25,21,58,18,20,39,27,19,21,37,43,1,X_6813600_6816000_X_6827200_6829600
20,72,69,51,81,60,120,99,40,49,44,114,55,38,79,78,38,20,51,46,1,X_6805600_6808000_X_6819200_6821600
9,23,40,6,6,4,6,9,6,5,0,15,6,1,6,3,2,7,12,7,1,X_6797600_6800000_X_6811200_6813600
7,32,39,18,13,13,14,17,8,9,6,32,14,7,10,9,13,7,21,14,1,X_6789600_6792000_X_6803200_6805600
13,43,47,20,32,22,45,32,35,23,22,59,33,32,47,50,10,12,14,13,1,X_6781600_6784000_X_6795200_6797600
15,50,71,19,68,42,86,59,38,49,41,84,29,31,53,59,21,26,38,29,1,X_6773600_6776000_X_6787200_6789600
10,43,45,24,23,14,29,29,20,23,19,36,13,11,18,10,12,12,13,17,1,X_6765600_6768000_X_6779200_6781600
6,58,53,19,21,15,28,23,26,11,16,40,17,17,27,24,8,6,16,14,1,X_6757600_6760000_X_6771200_6773600
12,44,59,23,25,17,36,23,29,34,28,81,38,27,43,53,20,21,24,27,1,X_6749600_6752000_X_6763200_6765600
9,24,37,10,7,12,14,14,7,6,5,22,4,7,9,8,7,6,12,9,1,X_6741600_6744000_X_6755200_6757600
6,14,27,9,3,4,6,6,2,6,2,3,5,5,3,6,1,4,4,3,1,2R_12664000_12666400_2R_12701600_12704000
6,19,29,8,4,4,5,7,13,10,5,15,10,8,5,16,6,1,7,2,1,2R_12656000_12658400_2R_12693600_12696000
10,15,20,14,4,5,8,10,13,4,6,18,9,10,11,4,4,4,2,7,1,2R_12648000_12650400_2R_12685600_12688000
4,27,30,17,10,9,23,19,10,14,9,25,7,9,12,14,3,3,13,11,1,2R_12640000_12642400_2R_12677600_12680000
3,18,20,10,4,4,4,3,4,4,5,13,2,0,4,2,2,1,3,1,1,2R_12632000_12634400_2R_12669600_12672000
3,9,18,3,2,4,5,4,2,4,2,9,5,2,7,6,1,3,5,2,1,2R_12624000_12626400_2R_12661600_12664000
7,11,21,6,4,5,6,8,4,8,2,14,6,4,9,9,8,4,7,6,1,2R_12616000_12618400_2R_12653600_12656000
4,12,17,4,2,3,4,2,10,6,6,6,2,5,8,5,3,2,8,4,1,2R_12608000_12610400_2R_12645600_12648000
6,13,20,5,2,4,6,6,4,4,4,5,3,3,2,6,1,1,4,8,1,2R_12600000_12602400_2R_12637600_12640000
5,22,26,10,2,2,2,6,3,2,3,5,2,4,3,2,1,4,7,7,1,2R_12592000_12594400_2R_12629600_12632000
2,3,8,3,1,2,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,X_8682400_8684800_X_8795200_8797600
3,3,5,0,2,2,1,1,1,1,1,0,0,0,0,0,0,1,1,3,1,X_8674400_8676800_X_8787200_8789600
1,1,4,2,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,X_8666400_8668800_X_8779200_8781600
0,7,6,3,1,0,1,1,1,3,0,0,1,0,1,0,2,0,2,1,1,X_8658400_8660800_X_8771200_8773600
2,5,8,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,2,1,X_8650400_8652800_X_8763200_8765600
0,4,3,4,1,1,1,2,0,0,1,2,1,0,0,3,3,3,5,3,1,X_8642400_8644800_X_8755200_8757600
0,6,1,3,0,0,2,0,0,0,0,1,1,1,0,1,0,0,1,1,1,X_8634400_8636800_X_8747200_8749600
1,2,9,0,0,0,1,1,1,1,1,3,4,0,1,0,2,0,1,2,1,X_8626400_8628800_X_8739200_8741600
0,1,3,1,0,0,0,1,0,0,1,1,0,1,0,0,0,4,1,2,1,X_8618400_8620800_X_8731200_8733600
3,5,2,5,1,1,2,1,0,0,0,1,0,0,1,1,1,1,1,3,1,X_8610400_8612800_X_8723200_8725600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3L_1316800_1319200_3L_1426400_1428800
0,6,5,2,1,0,1,1,1,2,2,0,0,0,1,1,4,5,7,2,1,3L_1308800_1311200_3L_1418400_1420800
0,3,6,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,0,1,3L_1300800_1303200_3L_1410400_1412800
1,5,7,2,0,1,2,2,1,1,0,1,0,0,0,0,1,2,2,2,1,3L_1292800_1295200_3L_1402400_1404800
2,3,8,1,1,0,1,0,0,1,2,4,0,0,0,0,0,2,3,1,1,3L_1284800_1287200_3L_1394400_1396800
1,4,5,1,0,0,1,0,0,0,0,2,2,1,1,1,2,4,2,4,1,3L_1276800_1279200_3L_1386400_1388800
0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3L_1268800_1271200_3L_1378400_1380800
1,2,8,3,0,1,0,1,2,0,0,2,0,0,0,0,3,1,4,1,1,3L_1260800_1263200_3L_1370400_1372800
1,7,3,5,2,2,2,1,2,2,2,3,0,2,0,1,4,2,7,4,1,3L_1252800_1255200_3L_1362400_1364800
0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3L_1244800_1247200_3L_1354400_1356800
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,X_4662400_4664800_X_4865600_4868000
1,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,X_4654400_4656800_X_4857600_4860000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,X_4646400_4648800_X_4849600_4852000
1,4,2,3,0,2,0,1,0,1,0,0,0,0,0,0,3,0,2,1,1,X_4638400_4640800_X_4841600_4844000
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,X_4630400_4632800_X_4833600_4836000
1,2,3,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,1,3,1,X_4622400_4624800_X_4825600_4828000
0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,X_4614400_4616800_X_4817600_4820000
0,1,2,0,3,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1,X_4606400_4608800_X_4809600_4812000
0,5,3,0,1,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,1,X_4598400_4600800_X_4801600_4804000
1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,X_4590400_4592800_X_4793600_4796000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_16758400_16760800_3R_16793600_16796000
5,36,28,14,26,17,31,17,8,13,9,15,9,9,12,16,6,7,9,8,1,3R_16750400_16752800_3R_16785600_16788000
10,30,25,7,10,8,14,12,7,6,3,10,4,5,3,7,3,1,5,6,1,3R_16742400_16744800_3R_16777600_16780000
11,31,25,11,8,10,11,9,2,5,4,10,3,3,12,5,5,1,3,7,1,3R_16734400_16736800_3R_16769600_16772000
4,21,24,6,4,5,6,8,4,2,3,2,2,4,4,5,3,2,4,2,1,3R_16726400_16728800_3R_16761600_16764000
5,10,22,10,6,7,9,9,5,4,4,11,5,2,5,1,4,1,4,2,1,3R_16718400_16720800_3R_16753600_16756000
5,19,26,4,5,5,9,6,2,4,2,10,6,1,4,5,3,2,4,2,1,3R_16710400_16712800_3R_16745600_16748000
11,15,40,8,10,10,15,11,3,2,3,12,3,2,3,5,3,2,2,4,1,3R_16702400_16704800_3R_16737600_16740000
14,31,37,17,4,9,14,11,3,3,6,10,6,2,7,8,4,3,9,7,1,3R_16694400_16696800_3R_16729600_16732000
10,28,31,17,9,8,15,14,9,3,5,6,4,6,8,7,5,3,8,6,1,3R_16686400_16688800_3R_16721600_16724000
2,20,23,7,5,9,19,10,18,3,5,19,7,6,19,12,2,4,4,13,1,3R_8436800_8439200_3R_8488000_8490400
5,12,16,11,6,11,7,9,6,11,6,11,8,4,9,7,1,3,4,4,1,3R_8428800_8431200_3R_8480000_8482400
3,12,17,5,8,3,9,6,4,5,2,5,4,5,5,7,8,4,6,4,1,3R_8420800_8423200_3R_8472000_8474400
5,18,25,12,7,9,18,11,11,6,2,8,4,6,10,8,5,2,8,4,1,3R_8412800_8415200_3R_8464000_8466400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3R_8404800_8407200_3R_8456000_8458400
9,25,21,17,20,17,18,21,19,8,8,37,12,8,20,24,4,7,12,7,1,3R_8396800_8399200_3R_8448000_8450400
8,15,19,8,12,4,17,11,11,3,4,19,8,5,9,13,5,2,5,2,1,3R_8388800_8391200_3R_8440000_8442400
1,27,12,7,13,5,10,8,6,9,4,18,6,8,8,14,2,0,8,2,1,3R_8380800_8383200_3R_8432000_8434400
5,12,15,15,5,12,14,13,10,8,6,19,13,8,23,15,2,3,6,2,1,3R_8372800_8375200_3R_8424000_8426400
6,21,21,8,17,16,23,17,18,11,10,33,21,12,21,22,4,3,15,8,1,3R_8364800_8367200_3R_8416000_8418400
0,12,8,5,2,3,2,3,1,1,1,3,1,2,3,5,2,1,1,1,1,3R_12736000_12738400_3R_12888000_12890400
0,5,16,1,3,2,6,2,4,0,1,5,4,4,1,2,2,1,3,1,1,3R_12728000_12730400_3R_12880000_12882400
2,6,5,3,1,6,3,7,2,4,0,1,1,0,5,1,1,0,2,0,1,3R_12720000_12722400_3R_12872000_12874400
0,4,1,3,0,2,3,2,1,1,2,1,0,3,3,3,4,0,0,4,1,3R_12712000_12714400_3R_12864000_12866400
0,1,2,1,1,1,1,2,2,2,1,2,0,3,0,1,1,2,0,2,1,3R_12704000_12706400_3R_12856000_12858400
2,2,3,3,2,7,0,6,0,1,0,1,0,0,0,2,0,3,1,1,1,3R_12696000_12698400_3R_12848000_12850400
0,1,2,0,0,0,2,3,0,0,1,1,0,1,1,1,0,0,3,1,1,3R_12688000_12690400_3R_12840000_12842400
1,3,4,0,2,0,2,1,1,2,0,1,1,0,1,2,0,0,3,2,1,3R_12680000_12682400_3R_12832000_12834400
1,1,3,1,3,1,5,5,2,2,2,3,0,1,0,1,2,0,3,0,1,3R_12672000_12674400_3R_12824000_12826400
2,4,4,1,0,1,2,1,0,0,0,4,1,3,1,3,1,1,5,2,1,3R_12664000_12666400_3R_12816000_12818400
1,8,16,5,5,1,8,2,2,1,1,3,0,3,2,3,1,1,3,1,1,X_1333600_1336000_X_1420800_1423200
1,9,7,7,0,2,5,3,2,4,3,6,0,0,3,3,5,2,4,3,1,X_1325600_1328000_X_1412800_1415200
2,15,11,5,0,3,4,1,3,3,1,3,2,0,0,1,2,1,1,3,1,X_1317600_1320000_X_1404800_1407200
0,6,2,2,3,1,2,5,1,1,2,4,0,3,0,3,1,1,2,3,1,X_1309600_1312000_X_1396800_1399200
0,6,10,4,1,1,3,3,2,1,2,8,3,4,3,3,2,6,6,7,1,X_1301600_1304000_X_1388800_1391200
3,15,10,8,2,4,1,1,3,1,3,7,2,3,2,2,6,9,7,5,1,X_1293600_1296000_X_1380800_1383200
2,8,12,6,1,1,2,2,1,2,1,1,1,0,1,0,2,3,4,4,1,X_1285600_1288000_X_1372800_1375200
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_1277600_1280000_X_1364800_1367200
1,2,4,1,0,0,1,0,1,0,0,1,1,1,0,2,3,0,4,0,1,X_1269600_1272000_X_1356800_1359200
1,6,9,4,2,2,3,2,0,0,0,0,1,0,1,4,2,2,6,1,1,X_1261600_1264000_X_1348800_1351200
9,31,37,15,8,2,5,8,9,8,7,15,9,5,8,5,10,5,8,6,1,2R_11369600_11372000_2R_11394400_11396800
10,20,35,13,14,2,22,11,9,11,6,18,7,12,10,12,7,6,13,10,1,2R_11361600_11364000_2R_11386400_11388800
1,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2R_11353600_11356000_2R_11378400_11380800
9,19,30,9,7,7,16,5,5,3,2,12,5,4,8,7,7,4,11,10,1,2R_11345600_11348000_2R_11370400_11372800
7,34,35,19,19,14,28,21,14,12,11,31,8,13,18,18,5,12,21,13,1,2R_11337600_11340000_2R_11362400_11364800
7,9,19,6,13,6,16,11,13,5,9,15,13,8,12,18,7,3,5,6,1,2R_11329600_11332000_2R_11354400_11356800
5,15,11,7,16,10,31,18,13,8,5,35,8,16,26,20,8,6,4,9,1,2R_11321600_11324000_2R_11346400_11348800
9,52,43,23,42,35,69,47,51,33,33,88,41,53,57,70,15,16,25,22,1,2R_11313600_11316000_2R_11338400_11340800
5,20,30,8,15,9,17,15,13,10,7,26,12,8,15,18,5,6,6,9,1,2R_11305600_11308000_2R_11330400_11332800
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_11297600_11300000_2R_11322400_11324800
22,81,106,49,27,33,44,40,30,52,37,64,24,27,35,48,25,14,50,31,1,3L_14751200_14753600_3L_14758400_14760800
25,92,114,45,80,68,108,79,65,49,45,118,57,44,79,81,32,34,56,51,1,3L_14743200_14745600_3L_14750400_14752800
28,62,99,19,41,33,46,44,44,38,18,77,41,45,65,75,17,10,31,23,1,3L_14735200_14737600_3L_14742400_14744800
10,31,46,13,17,15,27,25,24,14,12,40,20,12,28,29,13,5,24,9,1,3L_14727200_14729600_3L_14734400_14736800
3,7,20,5,7,3,10,5,13,4,4,3,5,6,11,17,3,0,4,3,1,3L_14719200_14721600_3L_14726400_14728800
10,58,89,25,29,36,33,41,42,20,15,56,26,31,68,58,27,9,38,25,1,3L_14711200_14713600_3L_14718400_14720800
16,52,76,37,27,22,43,40,41,31,28,53,20,19,51,64,21,12,28,24,1,3L_14703200_14705600_3L_14710400_14712800
23,60,94,30,23,27,39,33,45,32,30,56,32,25,44,52,16,14,22,21,1,3L_14695200_14697600_3L_14702400_14704800
28,71,112,43,38,27,38,40,31,27,29,63,47,39,56,67,27,28,29,34,1,3L_14687200_14689600_3L_14694400_14696800
20,51,109,32,30,20,45,34,57,27,21,61,35,27,64,61,15,12,24,22,1,3L_14679200_14681600_3L_14686400_14688800
1,10,6,4,4,1,9,2,4,6,0,5,3,1,4,2,4,2,2,7,1,X_4165600_4168000_X_4240000_4242400
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,X_4157600_4160000_X_4232000_4234400
2,5,8,2,1,3,3,1,2,3,5,7,1,1,2,8,3,2,1,2,1,X_4149600_4152000_X_4224000_4226400
6,8,12,5,2,3,5,6,4,4,1,11,2,2,4,3,0,0,2,4,1,X_4141600_4144000_X_4216000_4218400
1,5,9,2,0,3,3,2,4,2,2,2,3,0,3,6,0,4,1,2,1,X_4133600_4136000_X_4208000_4210400
1,7,11,1,1,1,1,4,3,4,1,3,5,1,1,1,2,1,4,3,1,X_4125600_4128000_X_4200000_4202400
3,7,9,3,2,1,1,2,1,4,0,4,1,3,1,2,3,1,4,0,1,X_4117600_4120000_X_4192000_4194400
1,0,11,0,1,2,1,0,0,1,3,6,1,0,6,0,1,1,1,2,1,X_4109600_4112000_X_4184000_4186400
0,8,7,3,2,0,3,1,0,0,2,5,2,2,1,3,0,0,3,0,1,X_4101600_4104000_X_4176000_4178400
0,5,5,5,2,0,5,1,2,2,0,4,4,1,3,3,2,0,2,3,1,X_4093600_4096000_X_4168000_4170400
9,45,49,21,17,25,36,32,15,36,24,63,20,20,34,38,23,21,26,32,1,X_11330400_11332800_X_11346400_11348800
10,28,55,17,16,12,13,14,16,11,14,24,19,16,22,22,8,5,10,9,1,X_11322400_11324800_X_11338400_11340800
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_11314400_11316800_X_11330400_11332800
2,18,24,8,10,10,12,9,8,3,1,13,5,5,13,3,2,3,7,2,1,X_11306400_11308800_X_11322400_11324800
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,X_11298400_11300800_X_11314400_11316800
7,23,39,6,10,7,17,7,14,13,7,18,11,10,25,12,7,5,11,7,1,X_11290400_11292800_X_11306400_11308800
6,19,29,9,5,6,8,20,11,11,7,11,10,4,12,6,6,4,7,6,1,X_11282400_11284800_X_11298400_11300800
6,16,30,6,11,8,9,13,7,10,7,14,8,9,14,13,4,7,7,10,1,X_11274400_11276800_X_11290400_11292800
7,14,24,12,6,7,11,10,7,9,9,16,7,8,14,14,6,4,7,5,1,X_11266400_11268800_X_11282400_11284800
7,25,22,16,4,11,6,14,20,7,5,15,10,13,21,20,9,7,18,9,1,X_11258400_11260800_X_11274400_11276800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3L_8800_11200_3L_64000_66400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3L_800_3200_3L_56000_58400
4,17,26,13,0,4,3,6,11,1,3,13,3,3,5,3,5,2,4,1,1,3L_104800_107200_3L_160000_162400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3L_112800_115200_3L_168000_170400
2,14,19,8,0,2,4,5,3,2,3,5,3,5,1,5,3,4,5,4,1,3L_120800_123200_3L_176000_178400
5,5,5,2,2,1,2,3,2,1,1,3,2,1,0,2,2,5,3,6,1,3L_128800_131200_3L_184000_186400
7,14,21,4,0,2,4,3,3,2,3,5,3,1,0,3,5,2,7,2,1,3L_136800_139200_3L_192000_194400
3,18,13,8,5,3,3,4,3,4,4,6,1,1,0,0,0,4,5,2,1,3L_144800_147200_3L_200000_202400
5,8,19,7,1,4,3,6,3,4,7,5,0,3,2,4,2,2,7,8,1,3L_152800_155200_3L_208000_210400
3,12,26,3,1,2,4,2,4,3,0,4,1,5,4,3,4,2,7,3,1,3L_160800_163200_3L_216000_218400
5,4,9,3,2,1,6,4,1,1,2,7,0,1,5,3,0,2,1,4,1,X_16927200_16929600_X_17036800_17039200
2,2,9,0,1,2,5,2,2,1,2,3,1,1,3,1,0,2,0,3,1,X_16919200_16921600_X_17028800_17031200
1,3,5,4,4,2,4,1,3,1,3,4,2,4,5,4,2,1,2,0,1,X_16911200_16913600_X_17020800_17023200
4,4,8,5,2,0,3,5,5,1,3,3,1,0,4,4,0,0,0,1,1,X_16903200_16905600_X_17012800_17015200
0,2,4,0,4,3,8,2,5,3,1,4,1,1,3,2,0,0,3,1,1,X_16895200_16897600_X_17004800_17007200
0,2,2,0,2,2,1,3,2,1,2,4,0,0,2,1,0,3,0,4,1,X_16887200_16889600_X_16996800_16999200
0,3,9,3,0,0,0,1,3,0,0,2,0,0,0,0,2,0,3,0,1,X_16879200_16881600_X_16988800_16991200
1,8,7,4,1,1,3,3,0,1,1,5,2,3,0,3,0,2,0,0,1,X_16871200_16873600_X_16980800_16983200
0,4,6,3,2,1,1,3,4,0,0,5,0,1,1,2,0,2,3,1,1,X_16863200_16865600_X_16972800_16975200
2,2,7,1,2,2,4,4,0,0,0,1,0,0,0,0,4,1,2,2,1,X_16855200_16857600_X_16964800_16967200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,X_17109600_17112000_X_17116800_17119200
24,46,68,29,30,25,39,39,19,7,19,54,22,18,29,30,26,10,28,31,1,X_17101600_17104000_X_17108800_17111200
30,70,103,30,55,58,84,84,68,42,38,117,49,56,102,125,21,24,52,40,1,X_17093600_17096000_X_17100800_17103200
19,67,84,26,47,49,73,71,63,50,38,88,49,64,112,96,33,27,37,37,1,X_17085600_17088000_X_17092800_17095200
16,75,98,36,33,25,57,48,52,43,38,78,27,48,57,59,27,20,39,37,1,X_17077600_17080000_X_17084800_17087200
23,75,77,35,66,56,100,77,47,43,31,82,48,34,70,64,24,29,40,37,1,X_17069600_17072000_X_17076800_17079200
18,37,73,25,26,23,27,29,35,24,20,51,31,21,29,33,17,8,21,15,1,X_17061600_17064000_X_17068800_17071200
17,49,76,24,24,14,31,26,33,27,20,46,27,26,43,43,9,13,29,22,1,X_17053600_17056000_X_17060800_17063200
11,43,59,16,17,14,24,18,28,18,12,31,32,24,33,37,13,11,19,21,1,X_17045600_17048000_X_17052800_17055200
17,38,56,17,18,7,27,16,27,19,12,47,22,24,37,49,12,11,23,22,1,X_17037600_17040000_X_17044800_17047200
3,6,5,4,2,0,0,3,0,0,0,1,0,0,0,1,0,0,3,2,1,2R_14829600_14832000_2R_14940000_14942400
0,5,2,4,0,1,2,1,4,1,1,0,0,0,2,0,1,0,0,2,1,2R_14821600_14824000_2R_14932000_14934400
2,8,8,2,0,1,0,0,1,1,0,3,0,0,1,1,0,0,0,1,1,2R_14813600_14816000_2R_14924000_14926400
2,5,6,2,1,0,1,3,2,0,0,1,2,2,1,1,0,0,4,2,1,2R_14805600_14808000_2R_14916000_14918400
2,5,10,2,2,0,4,0,3,0,0,3,0,0,0,1,5,0,4,1,1,2R_14797600_14800000_2R_14908000_14910400
0,4,9,5,1,4,2,6,0,0,0,5,0,0,2,3,1,2,3,2,1,2R_14789600_14792000_2R_14900000_14902400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2R_14781600_14784000_2R_14892000_14894400
0,3,3,2,2,0,1,1,1,1,1,0,1,1,3,2,0,3,2,5,1,2R_14773600_14776000_2R_14884000_14886400
0,10,4,3,2,0,2,0,0,0,0,1,2,0,5,1,1,1,5,2,1,2R_14765600_14768000_2R_14876000_14878400
3,10,13,3,1,2,2,3,1,1,0,1,1,1,1,2,2,1,5,1,1,2R_14757600_14760000_2R_14868000_14870400
48,196,204,99,198,169,257,207,146,147,105,277,139,160,247,285,104,78,148,130,1,2R_22652800_22655200_2R_22657600_22660000
